file_id,sha1_git,split,language,domain,loc,cyclomatic,n_functions,has_docstring,matched_pair_id,spdx_license,first_commit_date,in_stack_v2,clone_free_local,clone_free_sourcerercc,github_repo,path,commit_sha
python_0b556d0463a9,0b556d0463a9f4de60b9d10de0efe309d9179cda,U,python,unknown,128,22,2,True,pair_0029,MIT,2025-12-10,False,True,True,hugohe3/ppt-master,skills/ppt-master/scripts/animation_config.py,a4f5487dc930ba22f7002d775f49c81f47210960
python_0cbe60c0b69a,0cbe60c0b69a9b2a3eaf51bdc50d044d7685838c,E,python,web_backend,73,1,0,False,pair_0039,Apache-2.0,2024-11-30,False,True,True,PrefectHQ/fastmcp,docs/apps/demos/contacts.py,e3fb4af36892e6477399df2597f0dd5abd469799
python_0dd8aa4ec737,0dd8aa4ec73716a8cb7c42b0bdaa7367ba827f8b,U,python,unknown,143,31,8,True,pair_0044,,2025-11-25,False,True,True,openai/skills,skills/.curated/hatch-pet/scripts/compose_atlas.py,49f948faa9258a0c61caceaf225e179651397431
python_0fd912f750c1,0fd912f750c17ef5e9ff6b35732be5bc8b56d010,E,python,unknown,229,65,8,True,pair_0025,MIT,2026-04-05,False,True,True,alchaincyf/nuwa-skill,examples/mrbeast-perspective/scripts/analyze_titles.py,fe0374687037c4cc51a65c1e0c145afe2981dc69
python_11bdb7e88490,11bdb7e884905516d73160b795d52f6becd88f74,U,python,unknown,138,22,4,False,pair_0049,Apache-2.0,2025-01-24,False,True,True,huggingface/open-r1,scripts/generate_reasoning.py,1416fa0cf21595d2083b399a2a0bbddd7f6e9563
python_138b41065193,138b41065193141a0246f1a729b8ed99fdd3bcb8,U,python,unknown,130,24,8,True,pair_0056,NOASSERTION,2025-09-07,False,True,True,datawhalechina/hello-agents,Co-creation-projects/939147533-DatabaseAgent/src/react_agent.py,4f7682ceafe573d07cd8a7d0b89908500e83227d
python_1426d35fa6a2,1426d35fa6a20567e37a6b54a66ac8b674a0bfb2,U,python,unknown,100,28,8,True,pair_0046,AGPL-3.0,2026-05-31,False,True,True,odysseus-dev/odysseus,.github/scripts/focused_test_guidance.py,934d23c0be29c9721385f34565c0ae2cbd60da04
python_14a1d02ef590,14a1d02ef5907966155009b619370f027f1d30a4,H,python,unknown,182,44,9,True,,MIT,2025-06-29,False,True,True,shareAI-lab/learn-claude-code,agents/s03_todo_write.py,0dcafa2ae053a1ddd6a72f265431104b08a5aa13
python_14e6dff60661,14e6dff6066119525fd7bf8cad2c1da9f549c8b5,H,python,unknown,99,22,6,True,,MIT,2025-07-04,False,True,True,davila7/claude-code-templates,.claude/hooks/telegram-pr-webhook.py,d039df77c54d6df9746bf9e289df091d6af020fe
python_15532792d385,15532792d385d9553f3f0a76db8b11f5252f4e46,U,python,unknown,66,20,5,True,pair_0004,MIT,2025-06-18,False,True,True,microsoft/agent-lightning,agentlightning/client.py,218f1f7c0bac0800de4d5a4e5e6f61cf7b5038b4
python_160aba3398c0,160aba3398c0af52d347095dc78b939405bd58f0,U,python,unknown,88,5,2,True,pair_0074,Apache-2.0,2025-09-16,False,True,True,OpenBMB/VoxCPM,scripts/test_pick_runtime_dtype.py,f772e498a45fbb5fb8e13fbf9b9c48be9fe33e69
python_171726da7c7f,171726da7c7f97ed68660a61a2f43063d9a53d13,E,python,unknown,103,9,3,True,pair_0031,MIT,2025-07-27,False,True,True,langchain-ai/deepagents,.github/scripts/checks/check_project_readmes.py,048f9890bfe8b640e1e72085a4fa50d9084545f0
python_177223710f2b,177223710f2b5d8efb3c3a46d3d721ff8ebdb0ca,E,python,unknown,46,13,3,True,pair_0066,MIT,2025-10-19,False,True,True,alirezarezvani/claude-skills,agent-launcher/hooks/session_end.py,19392f7a08264ed00486a251f5b2098321771f94
python_183d81fbe497,183d81fbe4970e17d31627d3440c42d1ab0c6370,U,python,unknown,120,16,6,True,pair_0073,AGPL-3.0,2024-02-12,False,True,True,FujiwaraChoki/MoneyPrinterV2,src/classes/AFM.py,5192af8eca97759f941834b947e3ceb209da0649
python_18f805352817,18f805352817ee2fa10b299345538e25ccfe8076,H,python,unknown,99,14,3,True,,MIT,2025-08-21,False,True,True,github/spec-kit,.github/scripts/check_security_requirements.py,c6ab21441b290629b23fbd6db6102a1d075371e2
python_19390dbf6b67,19390dbf6b6736cd13c613720a27036163c3a49c,U,python,unknown,40,1,1,True,pair_0018,Apache-2.0,2026-02-23,False,True,True,anthropics/financial-services,claude-for-msft-365-install/examples/python-bootstrap/mint_dev_token.py,69cbc81467a5dced793eee03dec4658aa24ef856
python_1a87c88077c4,1a87c88077c4b8e957d81843a4325bd2a7e4b788,U,python,web_backend,74,21,5,True,pair_0040,MIT,2025-05-02,False,True,True,astral-sh/ty,python/ty/_find_ty.py,5cde40f5cb83f1cb164b91282e6a72f3dfe4580c
python_1a8c3dcc81b4,1a8c3dcc81b4308798d151cc09507ae5ed83e1e7,E,python,unknown,112,20,7,True,pair_0085,Apache-2.0,2024-01-10,False,True,True,datalab-to/surya,surya/common/batch_service/client.py,4d873e8a23a85f68862993faa7395e34ab6653c2
python_1afaafabef13,1afaafabef13a724d6052d67bbd197d52166f033,U,python,unknown,154,27,3,False,pair_0077,Apache-2.0,2025-01-09,False,True,True,Alibaba-NLP/DeepResearch,WebAgent/NestBrowse/infer_async_nestbrowse.py,f72f75d8c3eb842f2bbbab096a12206ff66e270f
python_1ee4a4d109b7,1ee4a4d109b722290fee92dbbf3a21f0e8062ee2,E,python,unknown,215,39,5,True,pair_0035,Apache-2.0,2023-11-29,False,True,True,unslothai/unsloth,.github/scripts/interrupted_install_probe.py,0d5743c4ec3f8d536918371ea6c04dbb65f4f9df
python_200752b0c378,200752b0c378ddae021dc9a892c7bb1cf588372e,E,python,web_backend,30,2,1,True,pair_0034,Apache-2.0,2025-12-28,False,True,True,HKUDS/DeepTutor,deeptutor/agents/__init__.py,7a96bba1ae03401644c17763a2411c28aff3dcc9
python_215dd80c8699,215dd80c86990637cfcb0899b24e9dd353dcac1f,H,python,unknown,106,7,3,True,,MIT,2026-02-01,False,True,True,HKUDS/nanobot,nanobot/__init__.py,104917aaec8b351edcbbc87a64fa6b71eb6e096b
python_228c1b258744,228c1b2587448fb35b1b9bb1cc723ad0c8c0436b,H,python,web_backend,179,42,3,True,,Apache-2.0,2024-05-09,False,True,True,unclecode/crawl4ai,crawl4ai/antibot_detector.py,862f6bccb9c063f49b9d42701baa0eea17a4993f
python_22f466127e6e,22f466127e6edeeb5e0deb694f2ba5c733b29688,E,python,unknown,106,22,4,True,pair_0007,MIT,2025-12-21,False,True,True,muratcankoylan/Agent-Skills-for-Context-Engineering,examples/digital-brain-skill/agents/scripts/stale_contacts.py,6dbe1a1d868eab51a3bc9011b0f55e2891513e40
python_22f4cc2c247f,22f4cc2c247f9f1c374bf942b8bcfe4d8b830357,H,python,unknown,127,22,6,True,,MIT,2025-06-29,False,True,True,shareAI-lab/learn-claude-code,agents/s02_tool_use.py,0dcafa2ae053a1ddd6a72f265431104b08a5aa13
python_27139c956321,27139c9563215216a0a8ae587e7d3d1426d3c399,U,python,unknown,10,2,2,False,pair_0061,Apache-2.0,2024-02-15,False,True,True,emcie-co/parlant,scripts/initialize_repo.py,ea737442b8ae65854a842542e544fbe7e6144bad
python_2719931b52c1,2719931b52c12e80d429ab2bb448b2b702401ec1,U,python,unknown,133,21,9,True,pair_0002,MIT,2024-11-29,False,True,True,virattt/ai-hedge-fund,hedge_fund/backtesting/__main__.py,fc1bf250ead209ae5f02c39c3d0062c4bb554505
python_278e2dfd1021,278e2dfd1021dba31e64a25399e97dcb6969ec3b,E,python,unknown,152,24,9,True,pair_0056,MIT,2024-03-11,False,True,True,harry0703/MoneyPrinterTurbo,app/asgi.py,405ece42c4167038c6cf58e6f79d7bc0ff75da93
python_2828ea785227,2828ea78522744f492875a1f18d1abebd2540e2f,E,python,unknown,47,1,1,True,pair_0018,Apache-2.0,2026-02-23,False,True,True,anthropics/financial-services,claude-for-msft-365-install/examples/python-bootstrap/config.py,69cbc81467a5dced793eee03dec4658aa24ef856
python_2a3a4bfa9f60,2a3a4bfa9f602b597dddaea6fbf3c695f6c66387,H,python,unknown,45,1,1,True,,Apache-2.0,2025-12-08,False,True,True,zai-org/Open-AutoGLM,examples/demo_thinking.py,86f55382982fb054e8fc98ca80609dff8a2cdc3c
python_2a78401e9e6a,2a78401e9e6ab323cf76ceb1352a11e217330fac,U,python,unknown,145,20,6,True,pair_0030,MIT,2025-07-24,False,True,True,wshobson/agents,plugins/backend-development/skills/api-design-principles/assets/rest-api-template.py,a30778f8c4e6b0a87567941b7cca4f534bf642b6
python_2a7f7f6f4509,2a7f7f6f45092d3021d69daa8c533b0721925acf,U,python,unknown,103,22,4,True,pair_0009,MIT,2025-07-27,False,True,True,langchain-ai/deepagents,.github/scripts/checks/check_extras_sync.py,048f9890bfe8b640e1e72085a4fa50d9084545f0
python_2b3d5acc42d1,2b3d5acc42d17b850f7aa7df9f52f650433b5adc,H,python,unknown,154,29,9,True,,Apache-2.0,2026-02-25,False,True,True,mukul975/Anthropic-Cybersecurity-Skills,skills/acquiring-disk-image-with-dd-and-dcfldd/scripts/agent.py,54a798831d2266a3ca61ce68a7acb80b81160d57
python_2cbf9a3187e1,2cbf9a3187e16c20eb7c29912acda05f99838541,H,python,unknown,249,45,4,False,,Apache-2.0,2024-08-01,False,True,True,black-forest-labs/flux,demo_st.py,802fb4713906133fcbd0d8dc5351620ca4773036
python_308fdd46eb2c,308fdd46eb2c5a12b0612a381f6be5f8ecedb00e,E,python,unknown,50,3,2,True,pair_0050,MIT,2024-12-20,False,True,True,ashishpatel26/500-AI-Agents-Projects,agents/02-code-review-agent/agent.py,9beeb721c2af551bacaab827a76bddaecaa0ca5e
python_30be50fbfb85,30be50fbfb85459409860af3b1bde2b52dc9ee2a,E,python,unknown,125,34,6,True,pair_0059,Apache-2.0,2026-02-25,False,True,True,mukul975/Anthropic-Cybersecurity-Skills,skills/abusing-dpapi-for-credential-access/scripts/agent.py,54a798831d2266a3ca61ce68a7acb80b81160d57
python_31b8ef809d87,31b8ef809d87fe210610e7019ab40528fa21d82e,U,python,unknown,18,4,1,True,pair_0032,,2025-11-25,False,True,True,openai/skills,skills/.curated/figma-code-connect-components/scripts/normalize_node_id.py,49f948faa9258a0c61caceaf225e179651397431
python_31ca50313436,31ca50313436f92b3ef6df57c734564675447f20,H,python,unknown,71,5,1,True,,Apache-2.0,2024-01-26,False,True,True,huggingface/lerobot,examples/dataset/load_lerobot_dataset.py,2774d9bddcbbda50e697e162e89e7eaada8d7105
python_33024d0a1fb5,33024d0a1fb5e26f98a79bb9fe5bccef3ae7999d,U,python,unknown,238,41,4,True,pair_0035,Apache-2.0,2025-04-01,False,True,True,google/adk-python,.agents/skills/adk-verify-snippets/scripts/run.py,b0180620f4c2f4f4467a89c37a30f75bf849700b
python_35afe6b4b088,35afe6b4b088d4e40d2d8f967ff4120694e52746,H,python,unknown,33,4,2,True,,AGPL-3.0,2026-04-09,False,True,True,debpalash/VoiceStudio,backend/api/http_client.py,8f140e550da35e3f25e342f21da8c475f385698c
python_35d229f6d400,35d229f6d4009f19dcc9ef824308a9e13b21a6b9,E,python,unknown,52,3,1,True,pair_0054,MIT,2025-06-06,False,True,True,HKUDS/RAG-Anything,examples/batch_dry_run_example.py,0ef67b4d476b66407a03a39e5b17e756fc0aef29
python_393abb32316b,393abb32316b608ac076b0019a7eb1afd19dd857,U,python,unknown,20,1,0,False,pair_0027,Apache-2.0,2024-03-25,False,True,True,Cinnamon/kotaemon,app.py,9ad3e4e49aa35b8acddd235918a5d9753c1cfdf9
python_3955320ba459,3955320ba459301599f0c0c480fc3827bd1bca2f,U,python,unknown,131,1,1,True,pair_0021,Apache-2.0,2024-01-12,False,True,True,agentscope-ai/agentscope,examples/agent_service/main.py,c7d8e31bfd0a2f85e67b6235bd44c09fce259106
python_3a06f607d60f,3a06f607d60f650655c1c1335138b255cf7cada1,U,python,web_backend,32,1,0,True,pair_0034,Apache-2.0,2026-01-07,False,True,True,headroomlabs-ai/headroom,benchmarks/__init__.py,e67b3c8a29443a60d6b0018fb22f525c5cd7e709
python_3ab2d6c06fc9,3ab2d6c06fc91995160519244f11185f49cfdcab,U,python,unknown,126,18,6,True,pair_0085,MIT,2024-08-04,False,True,True,feder-cr/AIHawk,scripts/build_wiki.py,6281a55db414dc7a0d0736c91ffecf94d871588b
python_3b50ed4f730a,3b50ed4f730a2f18b1abb5b352c5aa867b435e15,U,python,unknown,16,1,0,True,pair_0081,Apache-2.0,2024-04-29,False,True,True,google-research/timesfm,src/timesfm/__init__.py,8cb7eda91c2b416b37e99a979afc50f2a18e1791
python_3d6ae72a3605,3d6ae72a36059b37e8e5dd6e78bef9b881f04dd7,U,python,unknown,130,19,6,True,pair_0057,MIT,2025-05-14,False,True,True,Zie619/n8n-workflows,run.py,94007c1445d9258a7da116646b79473e7c7c3282
python_3d97a9c4db71,3d97a9c4db71329a61594de13decfd373fb18c30,U,python,unknown,233,49,13,True,pair_0083,AGPL-3.0,2026-04-09,False,True,True,debpalash/VoiceStudio,backend/api/dependencies.py,8f140e550da35e3f25e342f21da8c475f385698c
python_3ecfd05f76f5,3ecfd05f76f593d054c2432103479cc017e40b2b,H,python,unknown,67,6,3,False,,Apache-2.0,2024-07-03,False,True,True,QwenAudio/CosyVoice,cosyvoice/bin/export_jit.py,074ca6dc9e80a2f424f1f74b48bdd7d3fea531cc
python_3f2917cd5e9b,3f2917cd5e9b4f3a3df3187b33bf1340571e06c8,H,python,unknown,74,21,2,False,,Apache-2.0,2024-08-09,False,True,True,Huanshere/VideoLingo,batch/utils/batch_processor.py,814f84eeb98db987510e3558feeb595de2ac328a
python_3f9dd02a5ecf,3f9dd02a5ecf3b888a2521fbfddbd3918c809220,H,python,unknown,45,1,0,True,,Apache-2.0,2025-01-09,False,True,True,Alibaba-NLP/DeepResearch,WebAgent/NestBrowse/prompts.py,f72f75d8c3eb842f2bbbab096a12206ff66e270f
python_3ff70159cd93,3ff70159cd930d06a43ccf27366d1c7bad6b740b,E,python,unknown,41,7,2,True,pair_0064,Apache-2.0,2024-12-28,False,True,True,TauricResearch/TradingAgents,cli/announcements.py,be952b8eccb49720509af544c6675233bc1f10d0
python_401389158c91,401389158c915fca763113a5a35b512bbb6aaaa2,U,python,unknown,270,13,1,True,pair_0020,MIT,2024-03-24,False,True,True,stanford-oval/storm,examples/costorm_examples/run_costorm_gpt.py,fb951af7744dab086e34962e9bc6fe878e145f83
python_4037342a4a73,4037342a4a73da6fc6019f492a628341ab0aa5ea,U,python,unknown,87,9,1,True,pair_0017,MIT,2024-12-26,False,True,True,deepseek-ai/DeepSeek-V3,inference/fp8_cast_bf16.py,9b4e9788e4a3a731f7567338ed15d3ec549ce03b
python_41caa0c72efd,41caa0c72efd58aabf8b96b1966fd846f6895085,E,python,unknown,15,1,0,True,pair_0081,MIT,2024-03-27,False,True,True,microsoft/graphrag,packages/graphrag-cache/graphrag_cache/__init__.py,f40e9a26ce62ba0b3fef8837d24aafdcc6e6c704
python_41d4b1f3d115,41d4b1f3d11536e72d2f732a60211580985dd269,U,python,unknown,27,2,1,True,pair_0010,Apache-2.0,2026-04-03,False,True,True,Graphify-Labs/graphify,graphify/__init__.py,67f99bd0059dd1bac9e44382907ef9f10098b39f
python_427909be260b,427909be260b9c040d6c40e00c9b5d902cace21b,E,python,unknown,134,22,2,True,pair_0029,NOASSERTION,2025-06-26,False,True,True,hsliuping/TradingAgents-CN,app/__main__.py,74783e8817d6cf6de29867880631cc555153f36b
python_43776daaf113,43776daaf113e072d0e3cd7bed8d898ba4e12939,H,python,unknown,17,1,0,True,,Apache-2.0,2025-12-16,False,True,True,agentskills/agentskills,skills-ref/src/skills_ref/__init__.py,69ef37e9424c0a7ea9dd2293b559e43ec8176379
python_43976fd91e4a,43976fd91e4ad4577c71369ab38937b891483bff,H,python,web_backend,192,39,6,True,,MIT,2025-03-23,False,True,True,oraios/serena,docs/autogen_docs.py,701e7c843f46c6a649203a488cece1bf19f1df90
python_43ac03de8243,43ac03de824333c91027f55910f0f10ba62b2e9a,U,python,unknown,30,6,1,True,pair_0041,MIT,2026-07-20,False,True,True,andrewyng/openworker,coworker/agents/base.py,5bc10d928e0b64aae74313349a3b17bd19643ae2
python_4411d9229997,4411d922999701e69f85a3c8defa2d1438b91d36,E,python,unknown,55,15,9,True,pair_0062,MIT,2026-01-28,False,True,True,Alishahryar1/free-claude-code,e2e/code_support.py,bdbff1cacd8e09583482b7cb8a5f38d9b0f23b97
python_44558cad1b69,44558cad1b692415ca5272c59983eb752e9c9f5e,E,python,unknown,143,20,8,True,pair_0057,MIT,2025-07-04,False,True,True,davila7/claude-code-templates,.claude-plugin/skills/owasp-security/examples/broken-access-control.py,d039df77c54d6df9746bf9e289df091d6af020fe
python_46ed5f52eb63,46ed5f52eb639934a8ead383976eecc2a6867fa7,U,python,unknown,314,62,12,True,pair_0012,,2025-09-22,False,True,True,anthropics/skills,skills/docx/scripts/comment.py,41bbe19d1a1a7eaab5e7bb9050a417e5c6cffc8f
python_48ab9760012d,48ab9760012d03708005ed02cec90d785633b48c,H,python,unknown,91,17,7,False,,Apache-2.0,2024-08-09,False,True,True,Huanshere/VideoLingo,batch/utils/video_processor.py,814f84eeb98db987510e3558feeb595de2ac328a
python_4938798813e5,4938798813e52daf03ab859f3c2faeece7f3aeea,U,python,unknown,19,1,0,True,pair_0003,,2025-10-17,False,True,True,ComposioHQ/awesome-claude-skills,document-skills/docx/ooxml/scripts/unpack.py,be2a406907dbc61b73e6827ded415c96139d13a2
python_49bd66f01b7c,49bd66f01b7cfee4d627568bf680417050d7e98e,H,python,unknown,317,66,10,True,,MIT,2026-04-05,False,True,True,alchaincyf/nuwa-skill,examples/mrbeast-perspective/scripts/retention_curve_checker.py,fe0374687037c4cc51a65c1e0c145afe2981dc69
python_4d567ce464e5,4d567ce464e5ec7314faf3c838ddd00b81ef320b,H,python,unknown,69,12,2,False,,MIT,2026-04-05,False,True,True,MemPalace/mempalace,benchmarks/lean_mempalace/runner.py,c04d423dc96c1b509f04e6a2668c9d700cc0e161
python_4d88424728b3,4d88424728b32958931d729fb1d01967ce28047f,H,python,unknown,294,18,3,False,,AGPL-3.0,2025-09-21,False,True,True,p-e-w/heretic,src/heretic/analyzer.py,3521f8648a0dccf6e12a92666862632235fac7e6
python_4dd692edadd3,4dd692edadd3ea6a995301cdb975cb883cb030a0,U,python,unknown,44,14,2,True,pair_0066,MIT,2026-01-23,False,True,True,mvanhorn/last30days-skill,.github/scripts/read_manifest_version.py,310f0b405db2d84adb4993bbf140cef9584057d2
python_4e77de6adb4c,4e77de6adb4c02892e720da0f7b7dfd9f19293f1,U,python,unknown,86,10,2,True,pair_0071,MIT,2023-11-14,False,True,True,abi/screenshot-to-code,backend/agent/providers/anthropic/image.py,d026163f586dfa8c5c10d28c36edd59a9d3b0e88
python_4e8a148df1e3,4e8a148df1e322f476cedffe4eadc5ae6ee9b6f1,H,python,unknown,110,12,3,True,,Apache-2.0,2024-10-31,False,True,True,verl-project/verl,examples/data_preprocess/full_hh_rlhf.py,7cb65014d3a6c84f59458367df768999e4f36c67
python_508c5891faba,508c5891faba622051a8d5566c118de7892d95bf,H,python,unknown,53,10,1,True,,,2025-10-17,False,True,True,ComposioHQ/awesome-claude-skills,document-skills/docx/ooxml/scripts/validate.py,be2a406907dbc61b73e6827ded415c96139d13a2
python_53473fd2d831,53473fd2d831d33f2a48c04816a72f17b54f81dc,E,python,web_backend,19,1,0,False,pair_0001,MIT,2025-03-23,False,True,True,oraios/serena,scripts/agno_agent.py,701e7c843f46c6a649203a488cece1bf19f1df90
python_53ab7a829eb1,53ab7a829eb159fe3f216faab8296f0ab306f329,E,python,unknown,63,9,2,True,pair_0006,,2025-02-22,False,True,True,anthropics/claude-code,examples/hooks/bash_command_validator_example.py,ab9b2cf7bb9e4f98ff264c07a22e46d83c29c558
python_53c54370689f,53c54370689f49e079e437320531a167804baecc,U,python,unknown,60,14,3,True,pair_0078,MIT,2025-11-30,False,True,True,nextlevelbuilder/ui-ux-pro-max-skill,.claude/skills/brand/scripts/tests/test_sync_brand_to_tokens.py,4aad0584d92131626b16d4ff4d77f0455385013c
python_56ed43cc7869,56ed43cc7869c8a341bd1789a20e7506e17d6943,H,python,unknown,19,1,0,False,,MIT,2024-10-02,False,True,True,HKUDS/LightRAG,examples/graph_visual_with_html.py,f874ba6da11d9039f6217f282d6e400e26a4e5ba
python_58e7708a4875,58e7708a487578d91efaab60272671084aba49ac,H,python,unknown,83,5,3,False,,Apache-2.0,2024-07-03,False,True,True,QwenAudio/CosyVoice,cosyvoice/bin/export_onnx.py,074ca6dc9e80a2f424f1f74b48bdd7d3fea531cc
python_592bd86f544e,592bd86f544e35a8f7b79c31621d554b4bb243dc,H,python,unknown,73,6,6,True,,MIT,2024-02-22,False,True,True,openai/swarm,examples/airline/configs/agents.py,6af0b4caf37dca4526dfd98e9fbd8ce36e7eeb22
python_596d73c6f96e,596d73c6f96ebc1a97232d68212a2956724e9f62,U,python,unknown,53,10,1,False,pair_0038,Apache-2.0,2024-03-25,False,True,True,Cinnamon/kotaemon,docs/scripts/generate_reference_docs.py,9ad3e4e49aa35b8acddd235918a5d9753c1cfdf9
python_597665d67bc1,597665d67bc1fa9b681f9244f46f5f56241522ad,U,python,unknown,108,23,5,True,pair_0069,Apache-2.0,2024-01-08,False,True,True,sgl-project/sglang,.claude/skills/llm-torch-profiler-analysis/scripts/make_trtllm_py_executor_override.py,554f817948c26e8e9c8338b4a33e94a609d6f0fb
python_5a0ec3e7e03a,5a0ec3e7e03a940a623a7980c4df5ad29d59999e,E,python,unknown,43,1,0,False,pair_0000,Apache-2.0,2025-07-28,False,True,True,Wan-Video/Wan2.2,wan/configs/__init__.py,42bf4cfaa384bc21833865abc2f9e6c0e67233dc
python_5baf740a9762,5baf740a97626e1d3424133715d45668e9e6ee5b,E,python,unknown,180,44,4,True,pair_0045,MIT,2025-06-06,False,True,True,HKUDS/RAG-Anything,examples/image_format_test.py,0ef67b4d476b66407a03a39e5b17e756fc0aef29
python_5c1947103bc0,5c1947103bc0d95255d97618c699fa0a18993beb,E,python,unknown,117,4,4,True,pair_0023,Apache-2.0,2025-04-19,False,True,True,nari-labs/dia,dia/audio.py,876125e461a03b157ec905b0fe8b57a0f8b9e7a0
python_5c651cd99a3d,5c651cd99a3d97c1e4a18b8ccba22997f5484599,U,python,unknown,155,17,3,True,pair_0070,MIT,2026-01-23,False,True,True,mvanhorn/last30days-skill,skills/last30days/scripts/box_chrome_login.py,310f0b405db2d84adb4993bbf140cef9584057d2
python_5cd76bdf6648,5cd76bdf6648b1ebbf9dcbe5d09084476502e93e,H,python,unknown,100,18,11,True,,Apache-2.0,2025-06-23,False,True,True,openai/gpt-oss,_build/gpt_oss_build_backend/backend.py,7b583341fe16729127f6d5b94a7b09ccae97e1a1
python_5fc283804c5f,5fc283804c5f90f2a77ca9ce0ebab760e9fed9d9,U,python,unknown,180,61,9,True,pair_0011,AGPL-3.0,2026-05-31,False,True,True,odysseus-dev/odysseus,companion/pairing.py,934d23c0be29c9721385f34565c0ae2cbd60da04
python_5fd549eb41a8,5fd549eb41a8d23524658e4f7427d7db51475379,H,python,unknown,66,8,4,True,,MIT,2024-12-20,False,True,True,ashishpatel26/500-AI-Agents-Projects,agents/01-web-research-agent/agent.py,9beeb721c2af551bacaab827a76bddaecaa0ca5e
python_60b6f4edd821,60b6f4edd8216cad7544b98bf034cf6a44504978,U,python,unknown,59,5,1,True,pair_0013,,2024-02-05,False,True,True,QwenLM/Qwen3,docs/source/conf.py,7a2f61ffc7a20d47efcd2bf97f6f2bf52729042e
python_60badaaba6db,60badaaba6db65f5c98f9e3a70811ca1e4371708,E,python,web_backend,67,9,1,True,pair_0024,Apache-2.0,2025-07-08,False,True,True,google/langextract,benchmarks/config.py,bd5d1ebb51db51e9f6d054c026489d1d8127b005
