file_id,sha1_git,split,language,domain,loc,cyclomatic,n_functions,has_docstring,matched_pair_id,spdx_license,first_commit_date,in_stack_v2,clone_free_local,clone_free_sourcerercc,github_repo,path,commit_sha
python_0dcd0a519d67,0dcd0a519d67fc8c9ed9fd739c4f8c65de5c52cf,U,python,scientific_computing,196,29,11,True,pair_0203,Apache-2.0,2025-11-18,False,True,True,ai4ce/wanderland,data_processing/scene2usdz.py,main
python_0ebc8f3b0346,0ebc8f3b03460181d7e6aba69036273d1f5cbec4,H,python,web_backend,62,18,3,True,,NOASSERTION,2026-02-25,False,True,True,raullenchai/Rapid-MLX,apps/rapid-mac/scripts/check-sidecar-distributions.py,main
python_0f0b9ed8b9c3,0f0b9ed8b9c31dda66948f9e35b078711de0f076,U,python,web_backend,28,5,3,False,pair_0299,AGPL-3.0,2026-03-18,False,True,True,lxf746/any-auto-register,api/actions.py,main
python_0f2b5c6ad4f3,0f2b5c6ad4f37c5c8d842d852f476b29d2526299,H,python,data_engineering,139,34,16,True,,Apache-2.0,2024-07-02,False,True,True,mrpowers-io/tsumugi-spark,tsumugi-python/tsumugi/anomaly_detection.py,main
python_0f40515b0f86,0f40515b0f864eed68c89293d4e116b5e8365c60,U,python,data_engineering,231,50,10,True,pair_0372,NOASSERTION,2026-05-14,False,True,True,2233admin/opencli-Razormind,.agents/skills/bmad-architecture/scripts/lint_spine.py,main
python_0fbffefe3ab9,0fbffefe3ab9d6fda9b0584a38e74c7ce0c0c279,U,python,scientific_computing,22,8,3,True,pair_0271,BSD-3-Clause,2024-10-24,False,True,True,theislab/DRVI,docs/extensions/typed_returns.py,main
python_0fd7978c59a1,0fd7978c59a181398ff91e1cba5e4615ec44209c,E,python,scientific_computing,47,6,2,True,pair_0134,MIT,2026-06-23,False,True,True,evo-design/proto-tools,proto_tools/databases/assets.py,main
python_101d7bd4b325,101d7bd4b325c02eb2e8df39e9bed59073fa6a1b,U,python,web_backend,106,4,2,True,pair_0173,Apache-2.0,2024-12-19,False,True,True,QuentinFuxa/WhisperLiveKit,benchmarks/archive/m5_20260315/generate_figures.py,main
python_10cd9e9b1124,10cd9e9b112492afd0e1ab60fc2749187e3da6b4,E,python,web_backend,45,9,3,True,pair_0138,MIT,2024-02-18,False,True,True,ammirsm/llamaindex-omakase-rag,core/base/models.py,main
python_10ce270edad0,10ce270edad0ab27c83b51f29f4329b2098bdbe1,E,python,data_engineering,88,23,1,True,pair_0191,GPL-3.0,2024-11-06,False,True,True,mattiasthalen/arcane-insight,macros/star_v2.py,main
python_10f19141ace4,10f19141ace458587ea1f88429c55bee12eed9ec,H,python,data_engineering,151,21,3,True,,Apache-2.0,2025-08-10,False,True,True,RoboFinSystems/robosystems,bin/lambda/graph_volume_detachment.py,main
python_116d96493926,116d9649392662e0e332549bbc55342ccfef56a5,H,python,data_engineering,160,2,2,False,,GPL-3.0,2024-11-06,False,True,True,mattiasthalen/arcane-insight,pipelines/battle_net.py,main
python_117c20bd851f,117c20bd851fd0d646127fb8ebcc1de2e947a813,H,python,web_backend,131,32,4,True,,MIT,2026-03-21,False,True,True,x1958075990h-pixel/RuView_Radar_Lite,app.py,main
python_11be67aba727,11be67aba727a4880331aa237fbc53f937814878,E,python,web_backend,243,57,12,True,pair_0162,AGPL-3.0,2026-05-05,False,True,True,canarybyte/veridrop,scripts/bai_api_probe.py,main
python_11d82d12f7b4,11d82d12f7b4fede23c844dbb6086545adf83f2f,U,python,data_engineering,172,10,4,True,pair_0248,MIT,2026-03-08,False,True,True,docglow/docglow,scripts/bench_erd_extraction.py,main
python_11fa5fdf0361,11fa5fdf036173fe19a3a64516402c138f1978bd,H,python,web_backend,78,30,6,True,,Apache-2.0,2025-05-08,False,True,True,IBM/mcp-context-forge,.github/scripts/secret_baseline_ci_decision.py,main
python_12356b1926b3,12356b1926b3dae004ff08d76921662fc1bfd99e,U,python,web_backend,16,2,2,True,pair_0355,Apache-2.0,2024-06-24,False,True,True,potpie-ai/momentum-core,server/alembic/versions/0d03ae5e3938_add_properties_column_to_projects_table.py,main
python_12bc2585029c,12bc2585029c175a6724d1b313ed97bfbef08993,H,python,scientific_computing,202,41,9,True,,NOASSERTION,2025-01-14,False,True,True,Bindwell/APPT,cli.py,main
python_13e7745a769d,13e7745a769df2356a816ff487dc590a80571e72,E,python,web_backend,27,2,1,True,pair_0263,MIT,2025-12-28,False,True,True,vstorm-co/pydantic-ai-backend,examples/multi_agent_permissions.py,main
python_147c3463715c,147c3463715c2e2211f95818f9a6a3909b9861e0,U,python,scientific_computing,52,1,1,True,pair_0305,GPL-3.0,2024-08-14,False,True,True,mumax/plus,examples/Heisenberg_exchange_spiral.py,master
python_14d5ad02ac81,14d5ad02ac810100990c0231f9d8ddcb675694fd,U,python,data_engineering,43,1,1,True,pair_0141,GPL-3.0,2024-11-02,False,True,True,vincentkoc/dexscraper,dex.py,main
python_1508ab4b6738,1508ab4b6738fece1c108be4b58797b5fc6377b2,U,python,scientific_computing,156,22,9,True,pair_0293,NOASSERTION,2026-03-22,False,True,True,Rockman6/CellSim-3D-Multicellular-Biology-Drug-Testing-Simulator,scripts/chem_worker.py,main
python_1509162c18a1,1509162c18a14d3cad8e9a21782a4bfd1f8bea72,U,python,data_engineering,19,3,2,True,pair_0102,MIT,2024-02-13,False,True,True,PicnicSupermarket/dbt-score,src/dbt_score/__main__.py,master
python_153001b985b1,153001b985b1a89f89163219cfcbf30f8e3e17f9,U,python,data_engineering,25,6,1,False,pair_0192,Apache-2.0,2024-04-18,False,True,True,DataKitchen/data-observability-installer,demo/demo/heartbeat_demo.py,main
python_15399112814c,15399112814cf8f935eb91e9c3547b0bb0726625,E,python,scientific_computing,77,23,3,True,pair_0381,NOASSERTION,2026-02-18,False,True,True,jaechang-hits/SciAgent-Skills,scripts/validate_registry.py,main
python_165c24d43f6a,165c24d43f6a0fe029924ab59d235e42c7d4fd73,U,python,scientific_computing,152,30,7,True,pair_0116,MIT,2026-06-10,False,True,True,oncologylab/fp-tools,benchmarks/scripts/build_encode_manifest.py,main
python_1661928ede0b,1661928ede0b9f693880800fe08042828602f8e8,U,python,web_backend,51,26,8,True,pair_0018,MIT,2026-01-23,False,True,True,TNT-Likely/PanWatch,packages/marketdata/src/marketdata/defaults.py,main
python_1663f7d8b896,1663f7d8b896b816659f216eda50841ad2a1c74e,U,python,web_backend,93,20,3,True,pair_0074,MIT,2026-08-21,False,True,True,ChenShuo2004/cs-board,scripts/merge_scenes.py,main
python_18604ff130ee,18604ff130eee57879b1f8f9172ddff9d5625820,E,python,web_backend,25,4,2,True,pair_0133,Apache-2.0,2025-11-28,False,True,True,skygazer42/MimirQ,alembic/versions/0004_add_kg_search_diagnostics_runs_compound_index.py,main
python_18efb911ac4a,18efb911ac4aafa7a7c9d76f3f78d8a80d6b9c2e,U,python,data_engineering,29,3,1,True,pair_0146,Apache-2.0,2025-04-25,False,True,True,sparkdq-community/sparkdq,sparkdq/checks/__init__.py,main
python_198a2cc10b69,198a2cc10b69b3d36b6ffb89c055fcdf2d70ef07,E,python,data_engineering,179,21,8,True,pair_0337,NOASSERTION,2025-05-21,False,True,True,raw-labs/mxcp,examples/jira-oauth/plugins/mxcp_plugin_jira_oauth/plugin.py,main
python_19b1db923fd1,19b1db923fd11535525b0688023c139ec20f7785,E,python,scientific_computing,89,2,1,True,pair_0012,CC-BY-SA-4.0,2026-04-07,False,True,True,jrlasak/databricks-code-practice,deep-dives/genie-sales-analytics/notebooks/04_Compute_Insights.py,main
python_19bc561dc58b,19bc561dc58bbbd9ae48352f42767c687e9f3fa1,H,python,scientific_computing,329,72,13,True,,MIT,2025-09-29,False,True,True,PointsCoder/OpenReal2Sim,openreal2sim/motion/modules/demo_motion_process.py,main
python_19cb7907ae82,19cb7907ae826e91ccf9bcfa61d5cecd9fbaf7b2,H,python,scientific_computing,307,30,14,True,,MIT,2026-01-27,False,True,True,rastagan-git/AromaNexus,aromanexus/cli.py,main
python_1a33c8cd10c1,1a33c8cd10c1b6fc24bb0b337bc3d61697136868,E,python,data_engineering,162,24,6,True,pair_0078,MIT,2025-02-07,False,True,True,skanderboudawara/sparkpolars,src/sparkpolars/_from_spark_to_polars.py,main
python_1b1a3c7cc5f5,1b1a3c7cc5f53330048f54293d5bd707a8637731,U,python,web_backend,70,18,5,True,pair_0143,MIT,2024-05-19,False,True,True,G4brym/django-cf,django_cf/db/backends/d1/base.py,main
python_1b49c4167877,1b49c41678776714bc6d4c3c3e9a2e009e8be468,H,python,web_backend,121,19,6,False,,NOASSERTION,2025-04-12,False,True,True,ChrispyBacon-dev/DockFlare,SECURITY AUDIT/test_scripts/test_reusable_policies.py,stable
python_1b5caee0399f,1b5caee0399f6acbd569410ad60f4abbd147b6d2,E,python,web_backend,46,6,3,True,pair_0264,MIT,2024-04-23,False,True,True,pydantic/logfire,examples/python/flask-sqlalchemy/app/__init__.py,main
python_1b8d41cfdeb0,1b8d41cfdeb0e04b210b1140d255c2d6e5b3b164,H,python,web_backend,66,5,1,True,,NOASSERTION,2024-09-22,False,True,True,yigitkonur/api-llm-ocr,swift_ocr/__main__.py,main
python_1bbd96b381cb,1bbd96b381cb6fbe945bfd9ffc9da09be8c46aa5,H,python,data_engineering,47,4,2,True,,MIT,2024-05-30,False,True,True,jayzern/dagster-mflix-demo,dagster_mflix/assets/adhoc.py,main
python_1bd3489499cb,1bd3489499cb6cfa6b78652420de78fd3043360b,U,python,data_engineering,12,3,1,False,pair_0300,MIT,2024-11-09,False,True,True,Edwardvaneechoud/Flowfile,connectorx_hook.py,main
python_1bf2ad59ef9d,1bf2ad59ef9d866a5dec93b71928953a7b411b09,E,python,data_engineering,34,2,2,True,pair_0283,GPL-3.0,2026-01-14,False,True,True,ttuhin03/fastflow,alembic/versions/004_github_invitation.py,main
python_1c0fc54c4641,1c0fc54c4641b87ff262250b6d23a81980ef4933,E,python,data_engineering,142,5,2,True,pair_0125,MIT,2025-11-04,False,True,True,ml4t/data,examples/analyze_aug_2017_dividend.py,main
python_1c1b5c69e9bf,1c1b5c69e9bf2b969d6956c56f2ba45f246065c3,E,python,web_backend,96,17,3,False,pair_0160,Apache-2.0,2025-10-03,False,True,True,thalesgroup-cert/suspicious,Analyzers/AIMailAnalyzer/ai_mail_classifier.py,main
python_1ca0c7e67f8a,1ca0c7e67f8a9cc78dc3db4c814d1f2f52e70129,E,python,scientific_computing,42,4,1,True,pair_0001,NOASSERTION,2026-03-22,False,True,True,Rockman6/CellSim-3D-Multicellular-Biology-Drug-Testing-Simulator,scripts/calib_cli.py,main
python_1cb8332d4b14,1cb8332d4b14aabb21045a169e84ca3309cab190,E,python,scientific_computing,60,10,3,False,pair_0053,LGPL-2.1,2024-01-27,False,True,True,quarterwave0/LithographySimulator,lightsource.py,master
python_1d37f3167271,1d37f31672713c83bc07126e56669ba27abcd58d,U,python,scientific_computing,225,19,5,True,pair_0137,NOASSERTION,2026-05-02,False,True,True,Renforce-Dynamics/MuGS,examples/discoverse_proper_demo.py,master
python_1df5a88f7640,1df5a88f7640e15388cbe5a10e73b1b1492f71f4,H,python,scientific_computing,186,57,10,False,,Apache-2.0,2025-01-30,False,True,True,mjendrusch/salad,data/allpdb/create_index.py,master
python_1e46fdb39b23,1e46fdb39b23e7d3312b72e9b3755ac009a49e11,H,python,data_engineering,292,37,10,True,,Apache-2.0,2026-03-27,False,True,True,drt-hub/drt,benchmarks/profile_scenarios.py,main
python_1e79d17153db,1e79d17153db0354133b90543ff1cacb5b7c04f1,E,python,data_engineering,128,34,12,True,pair_0084,GPL-3.0,2024-11-02,False,True,True,vincentkoc/dexscraper,dexscraper/cloudflare_bypass.py,main
python_1e8549011d96,1e8549011d96d8c1328947c5d73027e4336c8df2,U,python,scientific_computing,84,8,3,False,pair_0023,,2025-03-17,False,True,True,RuiningLi/dso,evaluation/evaluate_geometry.py,main
python_1ee5d5d55193,1ee5d5d551936ab68e3ca36699720336a166a34b,H,python,web_backend,41,3,1,False,,Apache-2.0,2023-12-12,False,True,True,Lightning-AI/LitServe,src/litserve/__main__.py,main
python_1ef1791760c0,1ef1791760c09b465fc325fcf3aa013946594a4e,H,python,web_backend,228,91,9,True,,,2026-07-03,False,True,True,3441293738/creatorhub,app/account_merge.py,main
python_1f0fbfabfaf7,1f0fbfabfaf774e30686f02cdf3648bff5e133e1,E,python,web_backend,72,8,3,True,pair_0373,MIT,2024-08-27,False,True,True,OWASP/Nest,backend/scripts/fetch_nest_dump.py,main
python_1f5c9711fc69,1f5c9711fc69572bbac69822fc02924e1fec8e01,E,python,scientific_computing,175,52,10,True,pair_0240,Apache-2.0,2026-04-08,False,True,True,OpenDriveLab/WorldEngine,projects/AlgEngine/closed_loop/monitor.py,main
python_1f9c933f80f0,1f9c933f80f024a0e4bbc6d5803f319046ef50c0,H,python,scientific_computing,175,54,10,False,,,2025-04-18,False,True,True,camlab-ethz/GAOT,main.py,main
python_1fce260c8e3f,1fce260c8e3fc458a18f012a013747c79c4eead9,U,python,scientific_computing,200,26,5,True,pair_0378,MIT,2026-05-01,False,True,True,Dsadd4/AgentFigureGallery,examples/generated_embedding_plot/plot_embedding.py,main
python_200ce5cd2a12,200ce5cd2a12e1f22d0eb461f037f3a25594225a,H,python,web_backend,50,12,6,True,,MIT,2024-03-18,False,True,True,tahitimoon/LunarLink,backend/apps/lunarlink/admin.py,main
python_205eb797c154,205eb797c15496e17e6e5b39d2543ccface008bd,H,python,web_backend,224,19,3,True,,MIT,2025-11-03,False,True,True,mr-fatalyst/oxyde,examples/advanced_queries.py,main
python_209151589ede,209151589edefba28d57c2ee53535a307878f53b,H,python,scientific_computing,222,44,14,True,,NOASSERTION,2026-02-18,False,True,True,jaechang-hits/SciAgent-Skills,.claude/skills/sciagent-skill-creator/scripts/scaffold.py,main
python_20d15b0fa0f9,20d15b0fa0f95db8e0e06f39852470fab8bcf6e1,E,python,web_backend,83,13,3,True,pair_0040,MIT,2025-06-12,False,True,True,Nativu5/Gemini-FastAPI,app/main.py,main
python_2135a24e5ca0,2135a24e5ca061758ea7f1fae564f1fbea03e1e6,H,python,scientific_computing,99,24,4,True,,MIT,2026-04-15,False,True,True,AIScientists-Dev/WorldSeed,skills/asset-sourcing/scripts/download_candidates.py,main
python_215f6af30d14,215f6af30d1487268f3afd22e88e15b2786d621a,U,python,data_engineering,267,11,4,True,pair_0167,MIT,2026-01-31,False,True,True,Victor-Kipruto-Rop/cloud-etl-pipeline,dags/ecommerce_pipeline_dag.py,main
python_228f2c280f9c,228f2c280f9c4bff7d9f240fcffbf99f0ff669ca,U,python,scientific_computing,69,7,5,True,pair_0401,,2025-08-28,False,True,True,quixio/klaus-kode-agentic-integrator,resources/python/destinations/TDengine/main.py,main
python_22c712395547,22c7123955470719ad6493a345b0bd3022684839,E,python,data_engineering,88,12,5,True,pair_0225,MIT,2026-01-27,False,True,True,GramosoftAI/GcrawlAI,api/auth/crypto_utils.py,main
python_233b502f7d9e,233b502f7d9e24f1548dcc0f7a7a57c077150c95,U,python,web_backend,90,5,1,True,pair_0257,Apache-2.0,2025-02-11,False,True,True,SearchSavior/OpenArc,demos/qwen3_tts_example.py,main
python_23d81207939e,23d81207939e3143d0959198cad2f177bc0577da,E,python,data_engineering,78,4,1,True,pair_0311,,2024-12-08,False,True,True,sspaeti/obsidian-note-taking-assistant,scripts/ingest.py,main
python_240d8741c725,240d8741c7250acd0c18c513a8478cc7afc6fc29,E,python,web_backend,82,9,3,False,pair_0275,MIT,2024-05-14,False,True,True,Azure-Samples/rag-postgres-openai-python,evals/evaluate.py,main
python_240e073453b4,240e073453b4661fdfd1026f5d20b3d2ffa38175,U,python,web_backend,27,7,2,True,pair_0206,AGPL-3.0,2026-01-17,False,True,True,0xMH/pyfunda,examples/batch_details.py,main
